"id","track_id","total_tracks","external_urls","album_type","available_markets","artist_id","images","release_date","name","release_date_precision"
"1UKS69HsGgT0ELOTdqrLWm","0WV4nwEWOsQy0vkyK9uGxq","1.0","{'spotify': 'https://open.spotify.com/album/1UKS69HsGgT0ELOTdqrLWm'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5Q7Fmn2aPAdijQIUzobRdZ","[{'height': 640, 'url': 'https://i.scdn.co/image/89601584f4b2420910c4fe218d172f1eb3c7e473', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c8aa2870e88dfc209b6e7bb9ea53df9d302b960f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/81a2598b2c3fb56b48eec59d19fdeed65efae601', 'width': 64}]","2017-03-10","Joan of Arc","day"
"1kT4pmX0MxM3Rl8hyiuNur","5n0EyKxm4HPnav2qR7K89J","17.0","{'spotify': 'https://open.spotify.com/album/1kT4pmX0MxM3Rl8hyiuNur'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3xFLWu0BzO1O5ba9QduoVN","[{'height': 600, 'url': 'https://i.scdn.co/image/8233533d57cca52428d62eb7ce655beac626c8f7', 'width': 600}, {'height': 300, 'url': 'https://i.scdn.co/image/8a9ddade5ca0f45c3cbb05fd5eec9154e33679b6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9218c760a23bcd45f00c337d4501270967e6e1db', 'width': 64}]","2014-10-20","Best of - Wo san nur die Zeiten hin","day"
"6d9OIAdRyHLbwwblrIplW2","2LSQbjttPH8GfMqm6IniQ7","18.0","{'spotify': 'https://open.spotify.com/album/6d9OIAdRyHLbwwblrIplW2'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7DtrCdyysCDj5BlVKcassv","[{'height': 640, 'url': 'https://i.scdn.co/image/c1d5b87ab898fac259b54b318e46361ef4dcfb43', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/96b02f795700b583c9d931ea784f39fdbb9efa33', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/4adede3f1d9f91d7ab2ac37e9b65385e0adb45e4', 'width': 64}]","2003","Rev. Blind Gary Davis 1935 - 1949","year"
"1J8Bk4Z26f17iBB5KvVmFI","5pD0ptd06r1CQIpjHRI2Hn","1.0","{'spotify': 'https://open.spotify.com/album/1J8Bk4Z26f17iBB5KvVmFI'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5vLE2kfRrAl2tnL6A3nZWN","[{'height': 640, 'url': 'https://i.scdn.co/image/c1985642c1f0dece8d9bd61cab7027153dadccd0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/a1b7a55c909eb6dc4cb38e3002dc6e6f7a0cef67', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/3ff2a73b0708695cf94fbda0f2172ad409928c37', 'width': 64}]","2016-04-12","Where Are You?","day"
"6C4gFMJay6Si2kRcNB21Sz","3tm3GG9BBOYhUzKWlS6A74","1.0","{'spotify': 'https://open.spotify.com/album/6C4gFMJay6Si2kRcNB21Sz'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","4wLXwxDeWQ8mtUIRPxGiD6","[{'height': 640, 'url': 'https://i.scdn.co/image/9ba88bc1d95f59d5ba9cbd60363037e21e735897', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f2c5777a9d3a9c1156a158003bafb811e646f47d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/c3f27a45e665fe368b3825e6648c1ed68df19ec1', 'width': 64}]","2013-07-25","Vivir Mi Vida","day"
"3IEBtojsY5zVjSX6zrFdmR","1NaBa0dIa7Nb031z5dMPDD","19.0","{'spotify': 'https://open.spotify.com/album/3IEBtojsY5zVjSX6zrFdmR'}","compilation","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0LyfQWJT6nXafLPZqxe9Of","[{'height': 640, 'url': 'https://i.scdn.co/image/1409c05db1105262ba77a07b2794f82c6ea263c7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/8bc6d5202237d65fdd0f24c68c8685769d5a0098', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/24e7e09a778ac992d86d634cc6f6c82f39a4e16a', 'width': 64}]","2000","Morgan Heritage Family & Friends Volume . 1","year"
"5xgTBQZrbZiLcxm7sme15t","3u443qbzetPXOCCClulrQB","14.0","{'spotify': 'https://open.spotify.com/album/5xgTBQZrbZiLcxm7sme15t'}","album","['AD', 'AE', 'AT', 'AU', 'BE', 'BG', 'BH', 'CA', 'CH', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'HK', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MY', 'NL', 'NO', 'NZ', 'OM', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'VN', 'ZA']","2gKYxTUOqw9aPt7ljMwSHT","[{'height': 640, 'url': 'https://i.scdn.co/image/6dc461075e7243ed0acb677b5d4dcfcd5ad71634', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/2ce83a71472ca934bd5cd378c325c72821ce8434', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/a83aefc093d52e3927db094bdf346066a1e24071', 'width': 64}]","2005","El Kilo","year"
"4lbrKowAEUP76TRU57FAJI","3D1rlKmZdpYUeMtRRLNawc","1.0","{'spotify': 'https://open.spotify.com/album/4lbrKowAEUP76TRU57FAJI'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']","4WN5naL3ofxrVBgFpguzKo","[{'height': 640, 'url': 'https://i.scdn.co/image/672420eed27eeb259d0dcb4400c28b0714dd80d4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c016647c2d97cf5b8a10e10bc26c444d15b1db12', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/d5b3b98f21bffc09df775de0da625ae8a024a788', 'width': 64}]","2018-06-15","Let Me Live (feat. Anne-Marie & Mr Eazi)","day"
"2qGc7EAeb9viFG5aGNEmRv","2rQ1W5U8hMYJq044ETw859","1.0","{'spotify': 'https://open.spotify.com/album/2qGc7EAeb9viFG5aGNEmRv'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3fyyPt5BZ20BkmqVcQV6wS","[{'height': 640, 'url': 'https://i.scdn.co/image/5ae189224c0e35c0cab35c60c25fb8689e5cad47', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/02aa06d2476cc4b0361c0a6d3fd7ca2e522b3fa0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/605cdc01792e007202e899c660db4f0b85fc5659', 'width': 64}]","2019-01-04","Rahat","day"
"64fHKUIMRdOSsIpF6lLWqo","5fpt3fQNonNc25R37OhL9G","7.0","{'spotify': 'https://open.spotify.com/album/64fHKUIMRdOSsIpF6lLWqo'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1mYsTxnqsietFxj1OgoGbG","[{'height': 640, 'url': 'https://i.scdn.co/image/eee73c2e4f8c153fbb2f26d9c4fdb85eaf253b81', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9cdf074dcba959b7c44d88c2d1c142e605b49c8e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f4362e7cc6beea0331e32b3a3d8e27b9d134f111', 'width': 64}]","2010-07-31","Enthiran (Original Motion Picture Soundtrack)","day"
"0TBkdI9lgfQNAnrPYqFeV1","4WVlPM5Nl3FrPRy2bm10mx","11.0","{'spotify': 'https://open.spotify.com/album/0TBkdI9lgfQNAnrPYqFeV1'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6AVI3pekvBNc56kSVkziJH","[{'height': 640, 'url': 'https://i.scdn.co/image/8980c819f2723fb90f1558cfc3d6bb0528d6763e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f2f0bd663793b6f16205e23faa8d41dba3c30ba2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/bc8823cad95db2a210f5be8e90d16291d0684146', 'width': 64}]","2014-07-18","From Mexico With Love","day"
"4GexEWx6DSSjiq0JiDddfB","2RBLAquo3jqpO4q9pTXJsq","13.0","{'spotify': 'https://open.spotify.com/album/4GexEWx6DSSjiq0JiDddfB'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","7iR5h6yGnTiswjsmj624Rq","[{'height': 640, 'url': 'https://i.scdn.co/image/ebe1e2a16a6e6ef96271ecbe72a08ad823888041', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/808259e52f6c45dc80eb26ce2071d363f2f58445', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/4b7cb0596cb3cf9fa65704ba7e393651f7af1612', 'width': 64}]","2018-09-20","Met Andere Woorden","day"
"3o6EcspXhblQTBaVGgpXEG","0cLyHWsEqYk6bBkeB1Iel1","12.0","{'spotify': 'https://open.spotify.com/album/3o6EcspXhblQTBaVGgpXEG'}","album","['AE', 'AR', 'AU', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'DO', 'DZ', 'EC', 'EG', 'GT', 'HK', 'HN', 'ID', 'IN', 'JO', 'JP', 'KW', 'LB', 'MA', 'MX', 'MY', 'NI', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PS', 'PY', 'QA', 'SA', 'SG', 'SV', 'TH', 'TN', 'TW', 'US', 'UY', 'VN', 'ZA']","4sc8pa4svZy4uN03eRB4bH","[{'height': 640, 'url': 'https://i.scdn.co/image/ebf40b345ed49813cd4b1001fd1908dcb5d6a153', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/6ca2cbcd579a80c0de0b234d7e9b02acd20c8006', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/6f07fb2f81ab4440c93f6c309178d3752083cc9c', 'width': 64}]","2017-09-29","Where the Galleon Sank","day"
"2yLHmio3PCNNBhG0f9k3oZ","5SWVXZ8qzsCkhdW41BUeSC","1.0","{'spotify': 'https://open.spotify.com/album/2yLHmio3PCNNBhG0f9k3oZ'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","06qVD2kbL38EYhHpSOu6jh","[{'height': 640, 'url': 'https://i.scdn.co/image/9486e24ff4ea0def5af66c1dcd830a7d7254f1ed', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c1a199caaa32b6f45be16d001c2cd51fbf9ff6eb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/80b9a0c22cb17fb36e2b1f6f8fcfcc9727141911', 'width': 64}]","2019-02-20","Combustion","day"
"3EOlCorYhw7KTFrTBNlyTi","4uuqWwUFXj805VMI3fm4F6","1.0","{'spotify': 'https://open.spotify.com/album/3EOlCorYhw7KTFrTBNlyTi'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6vUNwmljZAcn7tNtUoxG45","[{'height': 640, 'url': 'https://i.scdn.co/image/bfb40997975b6c44048d1bd0d59478b50bf42f0d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ae3b9f59809833ba9ebe8d2a03040195dabf8ffd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ff9ff2f2c7dea2036cce2b04a10e98d18ad01535', 'width': 64}]","2018-06-22","Hope","day"
"2EsSYiWujncqBTbgubQvko","3dhuUosq6Gd2NH04tN1rxY","2.0","{'spotify': 'https://open.spotify.com/album/2EsSYiWujncqBTbgubQvko'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5ZPjp2axc9k6mRoFvTqTkk","[{'height': 640, 'url': 'https://i.scdn.co/image/d665e96067b14f0e7012080476311f1a37f44d1b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/5ca12a57b9bad16474b57f32518ff87d570d00e7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f1d9d16c580c107e711edd9071796edbd9221441', 'width': 64}]","2011-01-19","On My Way To London","day"
"0rZFPOwk7Qr5bbtvq0GhHd","1Jbtg7LSc64jQb59OsgBSa","1.0","{'spotify': 'https://open.spotify.com/album/0rZFPOwk7Qr5bbtvq0GhHd'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3M67nN7R7YEXHb00ablpdU","[{'height': 640, 'url': 'https://i.scdn.co/image/c182cf8aa098e732605851d90a92b9277d78ed22', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/0f12f8d31cdba88e616084f161d9b84a565dc317', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/18cccf023cf6bddc10976da412073c84af2d1b75', 'width': 64}]","2018-06-07","Aam Doub","day"
"79KolCpGqsdw87UpV8OMQl","7fV0EJsaO7XSI7GCYT8TO7","10.0","{'spotify': 'https://open.spotify.com/album/79KolCpGqsdw87UpV8OMQl'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3qdu3XhzSzkRhbwdFKnSuw","[{'height': 640, 'url': 'https://i.scdn.co/image/7d10fe1fb07b0d07588087304279a7e930127489', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/11f2eb1ee9132e66eee332094d26f48728738b13', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/afcf9564099a3f65a40322c72434f22bd7d3dd00', 'width': 64}]","1999-09-10","Hello Brother (Original Motion Picture Soundtrack)","day"
"35721ViIGQMJmoq2V35R60","30cbIyiZ1WngknR70jfNpM","3.0","{'spotify': 'https://open.spotify.com/album/35721ViIGQMJmoq2V35R60'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5vGR79cM4EqZxXgvcExy7f","[{'height': 640, 'url': 'https://i.scdn.co/image/9419d3c975e6fb3656f549404cc9d40413f884e2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e926ba1251727a9d776ae626ebc88c56aa7b061b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/850b657f6627907ade18bd90a95d2fd451ba8a90', 'width': 64}]","2010-02-02","8-Bit Tribute to Pop Hits, Vol. 1 - Single","day"
"3WyQGIk7LUhGRtkf2Mcyz9","0nDSyMZlnV9IarAHQgqntA","15.0","{'spotify': 'https://open.spotify.com/album/3WyQGIk7LUhGRtkf2Mcyz9'}","album","['AT', 'CH', 'DE']","4qhaHyCtCaFugTqT9LzuKp","[{'height': 640, 'url': 'https://i.scdn.co/image/18330900704b33770fca61757fa4ca259b4f1f18', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/491f973db5d232078c86fcab51eb34d580022b64', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/1e19539ba3955b55e9f05a9ad24ed5a5d4737cc8', 'width': 64}]","2015-09-11","Folgen 63-67: Der tapfere Retter","day"
